siteID,siteuse,replsite,longitude,latitude,stratum,wgt,ip,caty,FRAME23_ID,PERM_ID,NHDPLUSID,REACHCODE,GNIS_ID,GNIS_NAME,LENGTH_KM,FTYPE,FCODE,HUC4,STREAM_LEV,STRAH_ORD,STRAH_CAL,MEAN_FLOW,WBPERM_ID,MAINPATH,INNETWORK,VISFILT,BORD_RIV,PSTL_CODE,FRAME23,CNTYNAME,STATECTY,EPA_REG,HUC2,HUC2_NM,HUC8,HUC8_NM,MAJ_BASIN,MAJ_BAS_NM,MIS_BASIN,MIS_BAS_NM,WSAREA_KM,NHD100K,URBN_NRS08,URBN_NRS18,URBN_NRS23,FEOW_ID,US_L4CODE,US_L4NAME,US_L3CODE,US_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,AG_ECO9,AG_ECO9_NM,AG_ECO3,AG_ECO3_NM,OWN_NARS,FS_EW,STRAH_CAT,Shape_Leng,geometry,geometry2,fcode,stream_order
Site-11,Base,None,-73.75555227,42.10802862,Northeastern Coastal Zone,1158550.296,8.63E-07,2,84114,52836983,1.00E+13,2.02E+12,NA,NA,3.003336577,460,46006,H0202,3,2,2,2.010712,NA,0,1,250000,Not_Border,NY,Include,Columbia,F36021,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,3.78269996,NHD100,Non-Urban,Non-Urban,Non-Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,3003.336577,c(602888.531000372, 4662519.91475429),46006,2
Site-12,Base,None,-73.96955939,40.72113587,Northeastern Coastal Zone,1158550.296,8.63E-07,2,1050,55508069,1.00E+13,2.03E+12,NA,NA,5.357774245,558,55800,H0203,2,2,2,75.56430014,167745898,0,1,0,Not_Border,NY,Exclude_Estuary,New York,F36061,Region_02,H02,Mid-Atlantic Region,H02030101,Lower Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,32989.4331,NHD100,Urban,Urban,Urban,118,59c,Southern New England Coastal Plains and Hills,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,5357.774245,c(587026.563406234, 4508311.8090561),55800,2
Site-13,Base,None,-73.94493689,41.05446899,Northern Piedmont,56193.43615,1.78E-05,2,107881,55493247,1.00E+13,2.03E+12,965946,Sparkill Creek,0.484823755,460,46006,H0203,3,2,2,2.59035707,NA,0,1,0,Not_Border,NY,Include,Rockland,F36087,Region_02,H02,Mid-Atlantic Region,H02030101,Lower Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,3.63750002,NHD100,Urban,Urban,Urban,118,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,484.8237554,c(588660.033520353, 4545339.82935449),46006,2
Site-14,Base,None,-74.00824459,41.16185155,Northern Piedmont,56193.43615,1.78E-05,2,69855,60461765,1.00E+13,2.03E+12,NA,NA,0.461272905,460,46006,H0203,4,2,2,3.61900372,NA,0,1,0,Not_Border,NY,Include,Rockland,F36087,Region_02,H02,Mid-Atlantic Region,H02030103,Hackensack-Passaic,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,4.47600003,NHD100,Urban,Urban,Urban,118,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,461.2729048,c(583204.344300067, 4557198.36460296),46006,2
Site-15,Base,None,-74.08525166,40.5807618,Northern Piedmont,137929.3433,7.25E-06,1,62643,75622136,1.00E+13,2.03E+12,NA,NA,0.257540936,460,46006,H0203,6,1,1,0.030732,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Richmond,F36085,Region_02,H02,Mid-Atlantic Region,H02030104,Sandy Hook-Staten Island,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.05789999,NHD100,Urban,Urban,Urban,118,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,257.5409356,c(577417.639423612, 4492621.38145905),46006,1
Site-16,Base,None,-74.17059908,40.59090796,Northern Piedmont,56193.43615,1.78E-05,2,272979,75601310,1.00E+13,2.03E+12,NA,NA,0.172528363,460,46006,H0203,6,2,2,0.059118,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Richmond,F36085,Region_02,H02,Mid-Atlantic Region,H02030104,Sandy Hook-Staten Island,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.13670001,NHD100,Urban,Urban,Urban,118,64g,Hackensack Meadowlands,64,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,172.5283627,c(570183.765031824, 4493676.11312758),46006,2
Site-17,Base,None,-73.96912458,41.21970125,Northern Piedmont,56193.43615,1.78E-05,2,27526,55488477,1.00E+13,2.03E+12,NA,NA,1.178898793,558,55800,H0203,3,2,2,1.500053,167745898,0,1,0,Not_Border,NY,Exclude_Estuary,Rockland,F36087,Region_02,H02,Mid-Atlantic Region,H02030101,Lower Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,2.16780001,NHD100,Urban,Urban,Urban,118,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1178.898793,c(586410.299778114, 4563658.71743747),55800,2
Site-18,Base,None,-74.18215832,40.63012684,Northern Piedmont,56193.43615,1.78E-05,2,24199,75606654,1.00E+13,2.03E+12,NA,NA,0.02422511,460,46006,H0203,3,2,2,0.483561,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Richmond,F36085,Region_02,H02,Mid-Atlantic Region,H02030104,Sandy Hook-Staten Island,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.91740001,NHD100,Urban,Urban,Urban,118,64g,Hackensack Meadowlands,64,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,24.22511011,c(569165.162317062, 4498020.40529018),46006,2
Site-19,Base,None,-73.47711443,44.2459195,Eastern Great Lakes Lowlands,5239204.263,1.91E-07,2,218370,92070997,6.00E+13,4.30E+12,NA,NA,0.200469154,558,55800,H0430,6,2,2,1.0586227,92082493,0,1,1.00E+05,Not_Border,NY,Exclude_Lake,Essex,F36031,Region_02,H02,Mid-Atlantic Region,H04300108,Lake Champlain,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.881,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83b,Champlain Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,200.4691544,c(621590.957167029, 4900314.78452856),55800,2
Site-20,Base,None,-75.04175821,44.71812581,Eastern Great Lakes Lowlands,10478408.53,9.54E-08,1,186456,132419980,6.00E+13,4.29E+12,NA,NA,0.567999449,460,46003,H0429,8,1,1,0.628836,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290005,Raquette,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.41999999,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,567.9994494,c(496692.717609955, 4951639.37468366),46003,1
Site-21,Base,None,-77.62190866,43.03328135,Eastern Great Lakes Lowlands,10478408.53,9.54E-08,1,337827,42138987,6.00E+13,4.13E+12,NA,NA,0.168298407,460,46006,H0413,12,1,1,0.96630833,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Monroe,F36055,Region_02,H04,Great Lakes Region,H04130003,Lower Genesee,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,2.5447,NHD100,Urban,Urban,Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,168.2984075,c(286402.692043935, 4767846.99891487),46006,1
Site-22,Base,None,-77.79903671,43.23705508,Eastern Great Lakes Lowlands,5239204.263,1.91E-07,2,220345,124603782,6.00E+13,4.13E+12,944117,Black Creek,3.961315728,460,46006,H0413,9,2,2,2.39381243,NA,0,1,1.00E+05,Not_Border,NY,Include,Monroe,F36055,Region_02,H04,Great Lakes Region,H04130001,Oak Orchard-Twelvemile,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,6.38039996,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83a,Erie/Ontario Lake Plain,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,3961.315728,c(272728.456010786, 4790944.27486978),46006,2
Site-23,Base,None,-77.98166239,43.0548655,Eastern Great Lakes Lowlands,10478408.53,9.54E-08,1,229047,42138431,6.00E+13,4.13E+12,NA,NA,4.915281045,460,46006,H0413,12,1,1,3.45092994,NA,0,1,250000,Not_Border,NY,Include,Genesee,F36037,Region_02,H04,Great Lakes Region,H04130003,Lower Genesee,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,8.8287,NHD100,Urban,Urban,Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,4915.281045,c(257178.359716759, 4771222.99622103),46006,1
Site-24,Base,None,-75.80084377,43.29849844,Eastern Great Lakes Lowlands,6736119.767,1.48E-07,3,233625,124493528,6.00E+13,4.14E+12,965700,South Branch Little River,0.706030647,460,46006,H0414,11,3,3,22.00984208,NA,0,1,5.00E+05,Not_Border,NY,Include,Oneida,F36065,Region_02,H04,Great Lakes Region,H04140202,Oneida,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,24.66320002,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,706.0306475,c(435041.286578579, 4794274.7545749),46006,3
Site-25,Base,None,-74.34418782,42.09613894,Northeastern Highlands,3704293.996,2.70E-07,2,84308,D7A6C966-F5B3-4D82-A73B-6BB6EB577F06,1.00E+13,2.02E+12,NA,NA,0.081261172,460,46000,H0202,3,2,2,1.229746,NA,0,1,24000,Not_Border,NY,Include,Ulster,F36111,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.4078,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,118,58y,Catskill High Peaks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,81.26117188,c(554231.097368642, 4660658.57831955),46000,2
Site-26,Base,None,-75.85631681,43.6134453,Northeastern Highlands,3704293.996,2.70E-07,2,180328,129634156,6.00E+13,4.14E+12,NA,NA,1.681616253,460,46006,H0414,8,2,2,2.38207115,NA,0,1,24000,Not_Border,NY,Include,Oswego,F36075,Region_02,H04,Great Lakes Region,H04140102,Salmon-Sandy,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.9359,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,116,58ae,Tug Hill Plateau,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1681.616253,c(430901.267394683, 4829296.71231202),46006,2
Site-27,Base,None,-74.5637457,44.26305621,Northeastern Highlands,3704293.996,2.70E-07,2,203868,132421104,6.00E+13,4.29E+12,976691,Mountain Brook,2.410690102,460,46006,H0429,6,2,2,5.156824,NA,0,1,5.00E+05,Not_Border,NY,Include,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290005,Raquette,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,7.8962,NHD100,Non-Urban,Non-Urban,Non-Urban,117,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2410.690102,c(534821.404824458, 4901183.11639256),46006,2
Site-28,Base,None,-74.1714422,44.68695378,Northeastern Highlands,10742452.59,9.31E-08,1,316643,132872038,6.00E+13,4.29E+12,NA,NA,0.376135559,460,46003,H0429,8,1,1,1.100221,NA,0,1,50000,Not_Border,NY,Include,Franklin,F36033,Region_02,H04,Great Lakes Region,H04290007,Salmon,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.72549998,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,117,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,376.1355586,c(565657.671781406, 4948509.75414323),46003,1
Site-29,Base,None,-74.37696491,43.35534055,Northeastern Highlands,10742452.59,9.31E-08,1,309025,47696771,1.00E+13,2.02E+12,NA,NA,1.101903128,460,46003,H0202,4,1,1,0.42128,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Hamilton,F36041,Region_02,H02,Mid-Atlantic Region,H02020002,Sacandaga,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.50179999,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1101.903128,c(550489.004477386, 4800464.45018107),46003,1
Site-30,Base,None,-73.65775973,44.21293746,Northeastern Highlands,5186011.595,1.93E-07,3,133626,92072309,6.00E+13,4.30E+12,967208,The Branch,2.163406706,460,46006,H0430,6,3,3,22.7181253,NA,0,1,5.00E+05,Not_Border,NY,Include,Essex,F36031,Region_02,H02,Mid-Atlantic Region,H04300108,Lake Champlain,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,22.40959988,NHD100,Non-Urban,Non-Urban,Non-Urban,117,58ac,Eastern Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,2163.406706,c(607227.584370835, 4896399.69068692),46006,3
Site-31,Base,None,-74.56162932,42.63754665,Northern Allegheny Plateau,6096606.33,1.64E-07,3,158370,152513960,1.00E+13,2.02E+12,946982,Cobleskill Creek,0.497719198,558,55800,H0202,4,3,3,26.87793082,{3DFB09C9-143E-4795-8713-9300D8FE0C07},0,1,0,Not_Border,NY,Exclude_Connector,Schoharie,F36095,Region_02,H02,Mid-Atlantic Region,H02020005,Schoharie,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,42.47559976,NHD100,Non-Urban,Non-Urban,Urban,118,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,497.7191983,c(535940.203150598, 4720659.37799493),55800,3
Site-32,Base,None,-75.55441857,42.46350125,Northern Allegheny Plateau,3810378.956,2.62E-07,4,25539,62625024,1.00E+13,2.05E+12,NA,NA,0.634049666,460,46006,H0205,3,5,0,0.090091,NA,0,1,5.00E+06,Not_Border,NY,Exclude_SideChannel,Chenango,F36017,Region_02,H02,Mid-Atlantic Region,H02050102,Chenango,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1080.1891,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,634.0496658,c(454419.021593919, 4701389.21136869),46006,4
Site-33,Base,None,-77.94686311,42.37393634,Northern Allegheny Plateau,12193212.66,8.20E-08,1,293167,84191935,6.00E+13,4.13E+12,NA,NA,0.282427145,460,46003,H0413,13,1,1,0.83133311,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Allegany,F36003,Region_02,H04,Great Lakes Region,H04130002,Upper Genesee,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.27979997,NHD100,Non-Urban,Non-Urban,Non-Urban,116,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,282.4271455,c(257371.889310167, 4695502.4589575),46003,1
