siteID,siteuse,replsite,longitude,latitude,stratum,wgt,ip,caty,FRAME23_ID,PERM_ID,NHDPLUSID,REACHCODE,GNIS_ID,GNIS_NAME,LENGTH_KM,FTYPE,FCODE,HUC4,STREAM_LEV,STRAH_ORD,STRAH_CAL,MEAN_FLOW,WBPERM_ID,MAINPATH,INNETWORK,VISFILT,BORD_RIV,PSTL_CODE,FRAME23,CNTYNAME,STATECTY,EPA_REG,HUC2,HUC2_NM,HUC8,HUC8_NM,MAJ_BASIN,MAJ_BAS_NM,MIS_BASIN,MIS_BAS_NM,WSAREA_KM,NHD100K,URBN_NRS08,URBN_NRS18,URBN_NRS23,FEOW_ID,US_L4CODE,US_L4NAME,US_L3CODE,US_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,AG_ECO9,AG_ECO9_NM,AG_ECO3,AG_ECO3_NM,OWN_NARS,FS_EW,STRAH_CAT,Shape_Leng,geometry,geometry2,fcode,stream_order
Site-011,Base,None,-75.37178845,44.5033326,1,1877569.785,5.33E-07,None,199149,133088926,6.00003E+13,4.29E+12,976001,Bonney Creek,0.204416807,334,33400,H0429,6,1,1,0.755435,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290003,Oswegatchie,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.69770001,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,204.4168065,c(470445.334649354, 4927846.57091882),33400,1
Site-012,Base,None,-77.11592277,42.2193814,1,1877569.785,5.33E-07,None,89396,48520652,1.00006E+13,2.05011E+12,NA,NA,1.339826844,460,46003,H0205,5,1,1,0.244393,NA,0,1,24000,Not_Border,NY,Exclude_NoFlow,Steuben,F36101,Region_02,H02,Mid-Atlantic Region,H02050105,Chemung,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.7509,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1339.826844,c(325363.57843207, 4676301.74654049),46003,1
Site-013,Base,None,-75.13906273,42.66179084,1,1877569.785,5.33E-07,None,156293,43473941,1.00006E+13,2.0501E+12,NA,NA,1.172994751,460,46006,H0205,4,1,1,0.616478,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Otsego,F36077,Region_02,H02,Mid-Atlantic Region,H02050101,Upper Susquehanna,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.09549999,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1172.994751,c(488603.25602273, 4723267.72989465),46006,1
Site-014,Base,None,-74.22112458,42.92834303,1,1877569.785,5.33E-07,None,133417,53535141,1.00007E+13,2.02E+12,NA,NA,1.438263385,460,46006,H0202,4,1,1,0.760405,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Montgomery,F36057,Region_02,H02,Mid-Atlantic Region,H02020004,Mohawk,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.6622,NHD100,Non-Urban,Non-Urban,Non-Urban,118,83f,Mohawk Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1438.263385,c(563558.719935337, 4753151.70317362),46006,1
Site-015,Base,None,-75.34919593,43.9163862,1,1877569.785,5.33E-07,None,207540,131797513,6.00006E+13,4.1403E+12,NA,NA,2.124028965,460,46003,H0414,10,1,1,0.76527441,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Lewis,F36049,Region_02,H04,Great Lakes Region,H04140301,Black,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.05249999,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,116,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2124.028965,c(471964.232373822, 4862645.36606752),46003,1
Site-016,Base,None,-79.6521767,42.2861475,1,1877569.785,5.33E-07,None,112571,123925190,6.00011E+13,4.1201E+12,NA,NA,0.826810466,460,46006,H0412,6,1,1,0.79574164,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Chautauqua,F36013,Region_02,H04,Great Lakes Region,H04120101,Chautauqua-Conneaut,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.15909997,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,116,83a,Erie/Ontario Lake Plain,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,826.8104656,c(116408.406492538, 4692037.84986082),46006,1
Site-017,Base,None,-74.57200053,42.98734119,1,1877569.785,5.33E-07,None,139244,53532729,1.00007E+13,2.02E+12,NA,NA,1.794644216,460,46006,H0202,4,1,1,0.563331,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Montgomery,F36057,Region_02,H02,Mid-Atlantic Region,H02020004,Mohawk,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.0434,NHD100,Non-Urban,Non-Urban,Non-Urban,118,83f,Mohawk Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1794.644216,c(534892.714957512, 4759497.91934065),46006,1
Site-018,Base,None,-78.23647694,43.08513922,1,1877569.785,5.33E-07,None,249725,124615562,6.00007E+13,4.13E+12,NA,NA,1.718906226,460,46006,H0413,11,1,1,0.67769974,NA,0,1,24000,Not_Border,NY,Exclude_NoFlow,Genesee,F36037,Region_02,H04,Great Lakes Region,H04130001,Oak Orchard-Twelvemile,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.66319999,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1718.906226,c(236555.060839066, 4775354.82381692),46006,1
Site-019,Base,None,-74.00740208,41.77724683,1,1877569.785,5.33E-07,None,33399,61780315,1.00007E+13,2.02001E+12,NA,NA,0.195570198,558,55800,H0202,6,1,1,0.698975,61779505,0,1,0,Not_Border,NY,Exclude_Lake,Ulster,F36111,Region_02,H02,Mid-Atlantic Region,H02020007,Rondout,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.10400006,NHD100,Non-Urban,Non-Urban,Non-Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,195.5701983,c(582491.140892899, 4625520.75627649),55800,1
Site-020,Base,None,-74.56313551,44.72447964,1,1877569.785,5.33E-07,None,210489,135262570,6.00003E+13,4.29001E+12,NA,NA,2.040386926,460,46003,H0429,9,1,1,0.612468,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Franklin,F36033,Region_02,H04,Great Lakes Region,H04290006,St. Regis,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.17939997,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,117,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2040.386926,c(534596.223320095, 4952437.1354644),46003,1
Site-021,Base,None,-77.24689787,42.73003532,1,1877569.785,5.33E-07,None,173375,152039449,6.00006E+13,4.1402E+12,NA,NA,1.862293437,460,46006,H0414,12,1,1,0.44849217,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Yates,F36123,Region_02,H04,Great Lakes Region,H04140201,Seneca,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.02949998,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,116,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1862.293437,c(316055.498074231, 4733284.39324721),46006,1
Site-022,Base,None,-73.55707435,41.42287013,1,1877569.785,5.33E-07,None,59921,{57374e78-bdc0-4eeb-b4f0-37177df4b62d},1.00001E+13,2.0301E+12,NA,NA,0.547138645,460,46000,H0203,4,1,1,0.09599,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Putnam,F36079,Region_02,H02,Mid-Atlantic Region,H02030101,Lower Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.1329,NHD100,Non-Urban,Non-Urban,Non-Urban,118,59c,Southern New England Coastal Plains and Hills,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,547.1386451,c(620574.966782381, 4586706.00348683),46000,1
Site-023,Base,None,-73.42862929,43.50717257,1,1877569.785,5.33E-07,None,239383,52527828,6.00002E+13,4.3001E+12,NA,NA,0.85314086,460,46006,H0430,7,1,1,0.49404542,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Washington,F36115,Region_02,H02,Mid-Atlantic Region,H04300101,Mettawee River,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.5181,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,117,58ac,Eastern Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,853.1408598,c(627022.227008446, 4818337.26305285),46006,1
Site-024,Base,None,-78.62704074,42.56194288,1,1877569.785,5.33E-07,None,178311,108914333,6.00011E+13,4.1201E+12,NA,NA,2.126424356,460,46006,H0412,10,1,1,0.78299566,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Erie,F36029,Region_02,H04,Great Lakes Region,H04120103,Buffalo-Eighteenmile,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.02739998,NHD100,Non-Urban,Non-Urban,Non-Urban,116,60f,Cattaraugus Hills,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2126.424356,c(202257.238686249, 4718549.99150619),46006,1
Site-025,Base,None,-75.08137285,42.31721747,1,1877569.785,5.33E-07,None,42687,43482101,1.00006E+13,2.0501E+12,NA,NA,1.441513673,460,46006,H0205,5,1,1,0.730558,NA,0,1,24000,Not_Border,NY,Exclude_NoFlow,Delaware,F36025,Region_02,H02,Mid-Atlantic Region,H02050101,Upper Susquehanna,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.13030001,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1441.513673,c(493294.467880289, 4685000.69934181),46006,1
Site-026,Base,None,-76.01366658,43.66573147,1,1877569.785,5.33E-07,None,250289,166906792,6.00006E+13,4.1401E+12,NA,NA,2.41169964,460,46006,H0414,8,1,1,4.23998619,NA,0,1,1.00E+05,Not_Border,NY,Include,Oswego,F36075,Region_02,H04,Great Lakes Region,H04140102,Salmon-Sandy,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,3.83280003,NHD100,Non-Urban,Non-Urban,Non-Urban,116,58af,Tug Hill Transition,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2411.69964,c(418275.095638084, 4835246.63635097),46006,1
Site-027,Base,None,-76.87274624,43.00248494,1,1877569.785,5.33E-07,None,242272,87936832,6.00006E+13,4.1402E+12,NA,NA,2.619372032,460,46006,H0414,4,1,1,0.46920843,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Seneca,F36099,Region_02,H04,Great Lakes Region,H04140201,Seneca,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.05299999,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2619.372032,c(347359.75094649, 4762792.43051966),46006,1
Site-028,Base,None,-74.06165709,42.46534849,1,1877569.785,5.33E-07,None,274381,52823735,1.00007E+13,2.02001E+12,NA,NA,0.222459307,558,55800,H0202,5,1,1,0.075956,52848205,0,1,24000,Not_Border,NY,Exclude_Lake,Albany,F36001,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.13880002,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,118,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,222.4593067,c(577142.875919801, 4701871.93951313),55800,1
Site-029,Base,None,-74.99754355,41.92232084,1,1877569.785,5.33E-07,None,50390,25536474,1.00002E+13,2.0401E+12,NA,NA,0.118943007,558,55800,H0204,4,1,1,0.814759,25536200,0,1,0,Not_Border,NY,Exclude_Lake,Delaware,F36025,Region_02,H02,Mid-Atlantic Region,H02040102,East Branch Delaware,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.085,NHD100,Non-Urban,Non-Urban,Non-Urban,118,60c,Catskills Transition,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,118.9430071,c(500203.684556856, 4641151.65830775),55800,1
Site-030,Base,None,-76.52799621,42.5027512,1,1877569.785,5.33E-07,None,112057,87952504,6.00006E+13,4.1402E+12,NA,NA,1.134406308,558,55800,H0414,7,1,1,0.5585705,87964232,0,1,1.00E+05,Not_Border,NY,Exclude_Lake,Tompkins,F36109,Region_02,H04,Great Lakes Region,H04140201,Seneca,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.36329998,NHD100,Non-Urban,Non-Urban,Non-Urban,116,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1134.406308,c(374454.642051185, 4706729.746434),55800,1
Site-031,Base,None,-73.85838857,41.85178789,1,1877569.785,5.33E-07,None,70124,37081053,1.00007E+13,2.02001E+12,NA,NA,0.257054424,460,46006,H0202,3,1,1,0.331449,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Dutchess,F36027,Region_02,H02,Mid-Atlantic Region,H02020008,Hudson-Wappinger,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.5417,NHD100,Non-Urban,Non-Urban,Non-Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,257.0544242,c(594765.319774545, 4633950.56612601),46006,1
Site-032,Base,None,-74.23351862,43.9138945,1,1877569.785,5.33E-07,None,332758,89348717,1.00007E+13,2.02E+12,NA,NA,0.615640794,558,55800,H0202,4,1,1,2.032802,89363169,0,1,0,Not_Border,NY,Exclude_Lake,Essex,F36031,Region_02,H02,Mid-Atlantic Region,H02020001,Upper Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,3.14580005,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58ad,Central Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,615.6407942,c(561540.83881233, 4862594.87441065),55800,1
Site-033,Base,None,-74.41788096,41.66756291,1,1877569.785,5.33E-07,None,84960,{7CAAB996-48FE-4DEE-8191-0700A8D7FD96},1.00007E+13,2.02001E+12,NA,NA,0.306667156,460,46006,H0202,4,1,1,0.008177,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Ulster,F36111,Region_02,H02,Mid-Atlantic Region,H02020007,Rondout,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.0127,NHD100,Non-Urban,Non-Urban,Non-Urban,118,67l,"Northern Glaciated Limestone Ridges, Valleys, and Terraces",67,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,306.6671556,c(548459.921669884, 4613030.84834825),46006,1
Site-034,Base,None,-73.40474578,42.84843417,1,1877569.785,5.33E-07,None,155603,50517203,1.00007E+13,2.02E+12,NA,NA,1.551217545,460,46006,H0202,5,1,1,1.018404,NA,0,1,1.00E+05,Not_Border,NY,Include,Rensselaer,F36083,Region_02,H02,Mid-Atlantic Region,H02020003,Hudson-Hoosic,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.83580006,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58x,Taconic Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1551.217545,c(630346.975871773, 4745218.09058626),46006,1
